#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
Ag031G3380000	AT3G54040.2	175	240	100	77	184	82.065	309
Ag031G3380300	AT3G54030.1	492	491	100	100	492	92.276	922
Ag031G3380500	AT3G54020.1	310	306	100	100	310	89.355	572
Ag031G3380600	AT3G54010.1	639	636	100	100	639	90.923	1190
Ag031G3381200	AT3G53990.1	164	161	96	98	158	90.506	296
Ag031G3381300	AT2G05260.1	358	359	100	100	361	78.947	571
Ag031G3381900	AT3G53980.1	115	115	100	100	115	88.696	186
Ag031G3382400	AT3G53970.1	294	303	100	100	308	72.078	362
Ag031G3382500	AT3G53960.1	597	603	100	100	605	81.488	1021
Ag031G3382700	AT3G53950.1	540	546	99	96	523	87.805	971
Ag031G3383000	AT3G53940.1	366	366	99	100	366	81.967	597
Ag031G3383100	AT3G53930.2	720	713	99	99	718	83.844	1193
Ag031G3383500	AT3G53920.1	573	572	100	100	580	82.586	904
Ag031G3383600	AT3G53900.2	291	297	99	98	291	85.223	505
Ag031G3384300	AT3G53880.1	316	316	100	100	316	90.506	578
Ag031G3384400	AT3G53850.1	156	155	100	100	156	85.256	265
Ag031G3384500	AT3G53840.1	646	640	99	96	617	81.366	1044
Ag031G3384600	AT3G53830.4	476	501	100	99	494	81.349	802
Ag031G3385000	AT3G53810.1	681	678	97	97	659	88.316	1169
Ag031G3385100	AT3G53800.1	364	364	99	99	362	88.674	632
Ag031G3385400	AT3G53780.2	389	395	100	100	395	88.354	684
Ag031G3385700	AT3G53760.1	733	746	99	99	736	93.342	1412
Ag031G3385800;Ag039G4307100	AT2G37620.1;AT3G53750.1	378	378	100	100	378	99.471	784
Ag031G3386100	AT3G53720.1	838	843	100	100	843	92.171	1484
Ag031G3386300	AT3G53710.1	459	460	99	99	465	84.946	749
Ag031G3386500	AT3G53700.1	756	755	100	100	756	91.931	1419
Ag031G3386600	AT3G53680.2	804	844	99	99	845	75.030	1238
Ag031G3386900	AT3G53630.2	192	227	99	85	193	90.155	300
Ag031G3387000	AT3G53620.1	217	217	100	100	217	95.392	431
Ag031G3387400	AT3G53590.1	934	945	100	99	935	85.027	1600
Ag031G3387500	AT3G53580.1	363	363	100	100	363	88.705	676
Ag031G3387600	AT3G53570.1	467	468	100	100	468	95.726	926
Ag031G3387700	AT3G53560.2	334	389	99	86	335	81.711	506
Ag031G3388900	AT3G53530.2	222	249	100	92	233	71.200	311
Ag031G3389000	AT3G53520.4	220	459	100	53	245	88.980	439
Ag031G3389200	AT3G53510.1	741	740	100	100	741	91.228	1306
Ag031G3389300	AT3G53500.2	290	285	100	100	291	87.973	433
Ag031G3389400	AT3G53490.1	225	226	100	100	226	80.088	342
Ag031G3390500	AT3G53470.2	131	137	100	100	137	78.832	183
Ag031G3391000	AT3G53460.4	327	364	96	97	356	78.090	425
Ag031G3391300	AT3G53450.1	216	216	100	100	216	95.833	427
Ag031G3391400	AT5G46680.1	461	469	100	100	470	72.979	696
Ag031G3391600	AT3G53430.1	167	167	100	100	167	98.204	325
Ag031G3391800	AT3G53420.1	288	288	100	100	288	95.139	555
Ag031G3391900	AT3G53410.1	318	300	99	88	268	70.000	400
Ag031G3392000	AT3G53400.1	466	467	100	100	469	82.942	782
Ag031G3392100	AT3G53390.1	558	559	99	98	551	93.648	1001
Ag031G3392200	AT3G53370.1	77	77	100	100	77	97.403	142
Ag031G3392400	AT3G53360.1	769	769	99	99	767	83.312	1355
Ag031G3392500	AT3G53350.9	398	425	100	100	430	73.721	578
Ag031G3394600	AT3G53300.1	506	499	95	94	470	76.667	746
Ag031G3394900	AT3G53280.1	501	499	96	95	478	82.402	803
Ag031G3395800	AT2G01470.1	396	394	98	97	390	75.641	531
Ag031G3395900	AT3G53270.1	283	281	99	92	261	72.414	390
Ag031G3396100	AT3G53260.1	715	718	100	100	722	92.521	1379
Ag031G3396200	AT3G53240.2	928	928	99	99	928	78.341	1446
Ag031G3397500	AT3G53230.1	811	816	100	100	816	94.975	1592
Ag031G3397600	AT3G53220.1	127	127	100	100	127	82.677	225
Ag031G3397700	AT3G53200.1	253	239	100	100	255	71.765	346
Ag031G3397800	AT3G53190.1	485	484	100	100	486	89.506	886
Ag031G3398300	AT3G53170.1	486	500	100	100	502	83.267	852
Ag031G3398800	AT3G53160.1	489	491	100	100	491	84.725	863
Ag031G3398900	AT3G53150.1	497	517	99	97	501	85.629	887
Ag031G3399000	AT3G53140.1	359	360	100	100	363	91.185	682
Ag031G3399100	AT3G53130.1	542	540	97	91	494	91.477	972
Ag031G3399700	AT3G53110.1	503	497	100	100	505	86.733	855
Ag031G3400000	AT3G53100.1	352	352	100	100	352	83.807	620
Ag031G3400100	AT3G53090.1	1144	1143	100	100	1144	89.161	2115
Ag031G3402800	AT4G27220.2	905	928	97	97	900	78.667	1396
Ag031G3403300	AT3G58990.1	252	254	100	100	255	80.392	387
Ag031G3404400	AT3G53030.1	530	530	100	100	533	87.430	934
Ag031G3404700	AT3G53000.1	300	301	99	99	297	90.572	569
Ag031G3404900	AT3G52990.1	528	528	100	100	528	96.970	1059
Ag031G3405000	AT3G52970.2	511	531	99	98	522	85.441	882
Ag031G3405300	AT3G52960.1	232	235	100	92	216	88.889	367
Ag031G3405500	AT3G52950.1	560	557	99	99	558	87.455	920
Ag031G3405600	AT3G52940.1	373	370	100	99	373	92.225	677
Ag031G3405700	AT3G52930.1	359	359	100	100	359	98.607	724
Ag031G3406000	AT3G52920.1	173	181	97	91	169	85.799	280
Ag031G3406100	AT3G52910.1	366	381	100	100	386	81.606	511
Ag031G3406300	AT3G44870.1	344	380	99	91	345	80.870	555
Ag031G3406500	AT3G52905.1	171	171	100	100	171	84.211	302
Ag031G3406600	AT3G52900.1	163	165	100	100	165	90.303	289
Ag031G3406700	AT3G52890.1	910	935	100	100	939	84.026	1522
Ag031G3406800;Ag015G2269300;Ag052G4865000	AT1G22780.1;AT1G34030.1;AT4G09800.1	153	153	100	100	153	98.039	307
Ag031G3407000	AT3G52880.2	435	467	100	100	467	86.938	783
Ag031G3407100	AT3G52870.1	488	457	100	100	495	78.586	767
Ag031G3407300	AT3G52860.1	156	157	100	100	157	82.803	248
Ag031G3407400	AT3G52850.1	627	624	99	99	623	92.937	1179
Ag031G3408200	AT3G52840.2	727	782	99	92	722	86.704	1330
Ag031G3410600	AT3G52820.1	435	435	97	97	420	88.095	759
Ag031G3410800	AT3G52810.1	433	438	99	98	429	77.389	713
Ag031G3411100	AT3G52790.1	114	110	100	100	115	78.261	179
Ag031G3411200	AT3G52780.1	429	428	100	100	429	79.953	708
Ag031G3411300	AT3G52770.1	76	68	63	75	48	86.275	82.0
Ag031G3411600	AT3G52750.1	475	474	100	100	476	88.866	806
Ag031G3412100	AT3G52740.1	143	141	100	100	151	74.834	196
Ag031G3412300	AT3G52730.2	69	80	72	63	50	90.000	99.0
Ag031G3412400	AT3G52720.1	284	285	94	99	266	80.282	484
Ag031G3412600	AT3G52710.1	275	290	99	99	294	74.830	400
Ag031G3416100	AT3G52660.1	470	472	100	100	473	85.201	718
Ag031G3416200	AT3G52640.2	677	706	100	100	706	85.411	1202
Ag031G3416300	AT3G52630.1	107	108	100	100	108	79.630	176
Ag031G3416400	AT3G52620.1	88	88	94	91	84	72.619	74.7
Ag031G3416500	AT3G52610.1	465	476	99	99	470	80.851	751
Ag031G3416600	AT3G52600.1	590	591	100	100	591	84.772	1048
Ag031G3416900	AT3G52570.1	334	336	99	99	335	86.269	546
Ag031G3417900	AT3G52520.1	133	134	98	99	134	75.373	174
Ag020G2554700	AT5G54370.1	338	338	100	100	338	94.675	672
Ag020G2555800	AT5G54280.2	1191	1221	100	100	1221	87.551	2175
Ag020G2558700	AT5G54140.1	419	429	98	93	400	79.236	672
Ag020G2560000	AT5G53980.1	155	157	100	100	158	77.215	242
Ag020G2561000	AT5G53940.1	133	130	100	100	133	94.737	259
Ag020G2561200	AT5G53920.1	338	372	100	100	372	74.194	506
Ag020G2561900	AT5G53900.2	371	378	100	97	372	86.458	598
Ag020G2562000	AT5G53890.1	1033	1037	99	99	1026	87.404	1790
Ag020G2563100	AT5G53860.4	423	460	100	100	460	85.217	813
Ag020G2563200	AT5G53850.5	531	524	99	99	532	88.534	946
Ag020G2563400	AT5G53830.1	248	244	95	93	229	87.603	352
Ag020G2564200	AT5G53770.1	575	531	86	90	487	83.702	791
Ag020G2564500	AT5G53760.1	569	574	99	99	572	87.762	1020
Ag020G2564800	AT5G53750.1	389	409	99	99	405	74.074	536
Ag020G2565600	AT5G53730.1	214	214	100	100	214	87.383	379
Ag020G2565700	AT5G53720.1	134	101	69	91	92	72.826	144
Ag020G2567100	AT5G53620.1	693	683	100	100	711	76.231	1010
Ag020G2567600	AT5G53570.2	538	578	91	85	496	86.089	824
Ag020G2567700	AT5G53560.1	135	135	100	100	135	92.593	263
Ag020G2567900	AT5G53550.1	671	676	99	99	671	89.270	1208
Ag020G2568800	AT5G53540.1	399	404	99	98	395	86.582	709
Ag020G2569000	AT5G53530.1	303	303	100	100	303	95.380	596
Ag020G2569100	AT5G53520.1	737	734	100	98	716	85.889	1323
Ag020G2569300	AT5G53510.1	744	742	99	99	741	87.045	1321
Ag020G2570100	AT5G53500.1	605	655	100	100	655	75.573	957
Ag020G2570200	AT5G53490.4	233	260	99	91	240	79.583	374
Ag020G2570800	AT5G53480.1	871	871	100	100	871	96.096	1738
Ag020G2571100	AT5G53470.1	346	339	99	99	342	85.965	559
Ag020G2571400	AT5G53460.1	2189	2209	99	99	2208	91.180	4116
Ag020G2572200	AT5G53450.1	653	671	99	99	666	88.138	1167
Ag020G2572400	AT5G53430.1	1027	1044	100	100	1058	83.743	1790
Ag020G2572700	AT5G53420.1	258	265	100	100	273	80.586	429
Ag020G2573100	AT5G53400.1	277	305	96	100	291	75.601	419
Ag020G2574300	AT5G53370.2	583	624	100	94	591	85.618	1057
Ag020G2574600	AT5G53350.1	540	580	100	100	580	84.655	957
Ag020G2574700	AT5G53340.1	336	339	100	100	339	92.625	620
Ag020G2574800	AT5G53330.1	213	222	100	100	224	76.786	322
Ag020G2575000	AT5G53320.1	607	602	100	100	611	84.779	1031
Ag020G2575100	AT5G53310.1	186	211	99	89	187	90.374	341
Ag020G2575200	AT5G53300.1	149	149	100	100	149	99.329	307
Ag020G2575900	AT5G53280.1	244	273	96	96	263	75.665	371
Ag020G2576500	AT5G53210.1	357	365	99	99	365	85.753	484
Ag020G2577400	AT5G54520.1	450	458	100	100	465	77.849	696
Ag020G2577600	AT5G53200.1	108	107	100	100	108	84.259	184
Ag020G2578900	AT5G53190.1	258	264	99	98	259	85.714	445
Ag053G4869500;Ag025G2907600	AT4G16146.1	100	103	97	95	99	73.737	144
Ag053G4869900	AT4G16144.1	508	423	80	96	404	86.881	720
Ag053G4870000;Ag025G2906700	AT4G16143.1	535	536	100	100	536	94.590	1019
Ag053G4870900;Ag025G2905500	AT4G16130.1	992	1040	99	95	988	95.040	1931
Ag053G4871000	AT4G16120.1	656	662	98	99	647	85.008	1113
Ag053G4871300;Ag025G2904800	AT4G16100.1	395	395	100	100	401	80.299	587
Ag053G4872100;Ag025G2904100	AT4G16060.1	292	290	100	100	292	79.452	450
Ag053G4872500	AT4G25090.1	820	850	100	96	830	77.470	1333
Ag029G3087700	AT3G24490.1	326	334	100	100	336	81.845	484
Ag029G3087800	AT3G24495.1	1101	1110	99	99	1114	83.303	1892
Ag029G3087900	AT3G24500.1	149	149	97	97	145	97.241	284
Ag029G3088000	AT3G24503.1	498	502	100	100	502	86.653	889
Ag029G3088600	AT3G24520.1	302	331	97	98	322	78.899	435
Ag029G3088900	AT3G24530.1	482	482	100	100	482	94.606	946
Ag029G3094400	AT3G24550.1	649	653	83	79	519	88.665	876
Ag029G3094500	AT3G24560.2	661	661	97	97	646	80.341	1043
Ag029G3094600	AT3G24570.1	225	236	100	100	236	88.983	422
Ag029G3094800	AT3G24590.2	307	311	100	94	307	79.153	461
Ag029G3094900	AT3G24600.1	310	307	100	100	317	77.603	459
Ag029G3095000	AT3G24605.1	299	299	100	100	301	77.076	444
Ag029G3095800	AT3G24620.1	526	524	100	100	527	90.323	959
Ag029G3096600	AT3G24650.1	710	721	99	99	727	82.692	1041
Ag029G3097300	AT3G24660.1	673	675	100	100	675	91.852	1167
Ag029G3097400	AT3G24670.1	440	441	99	99	438	86.758	766
Ag029G3097500	AT3G57090.1	171	171	100	100	171	85.380	306
Ag029G3098200	AT3G24730.1	153	160	99	94	151	80.132	245
Ag029G3098300	AT3G24740.1	349	355	99	99	354	85.028	502
Ag029G3098700	AT3G24750.2	163	259	99	64	168	79.762	254
Ag029G3099000	AT3G24760.1	384	384	100	100	390	76.154	556
Ag029G3100100	AT3G24790.2	376	382	99	98	378	80.159	626
Ag029G3100200	AT3G24800.1	394	411	97	96	400	74.250	565
Ag029G3101000	AT3G24820.1	164	187	100	100	187	70.588	256
Ag029G3101100	AT4G13170.1	207	207	100	100	207	92.754	398
Ag029G3102000	AT3G24880.1	1902	1958	100	100	1981	78.748	2958
Ag029G3102300	AT3G24840.3	580	581	100	100	588	81.463	934
Ag029G3102600	AT3G25050.1	292	291	100	99	292	75.685	471
Ag029G3102900	AT3G25100.1	602	597	100	100	605	88.099	1079
Ag029G3103000	AT3G25110.1	355	363	99	99	362	87.845	643
Ag029G3103100	AT3G25120.1	191	190	98	99	189	74.603	292
Ag029G3103600	AT3G25140.1	557	560	100	100	563	95.915	1106
Ag029G3103700	AT3G25150.2	484	588	100	83	489	80.982	724
Ag029G3104700	AT3G25180.1	510	516	100	100	516	77.907	813
Ag029G3105000	AT3G25190.1	224	220	98	99	219	90.411	327
Ag029G3105200	AT3G25210.1	373	380	100	100	381	80.577	623
Ag029G3105300	AT3G25220.1	149	154	99	95	147	89.796	256
Ag029G3105800	AT3G25230.2	553	563	99	97	548	92.701	1003
Ag029G3106300	AT3G25290.1	384	394	97	97	375	79.373	607
Ag029G3106800	AT3G25400.1	137	142	99	96	138	85.507	224
Ag029G3106900	AT3G25410.1	411	432	100	100	432	82.407	672
Ag029G3107300	AT3G25430.1	618	619	100	100	620	82.903	1060
Ag029G3107400	AT3G25440.1	438	445	100	100	453	75.055	604
Ag029G3107600	AT3G25470.1	302	302	99	99	300	85.333	536
Ag029G3107700	AT3G25480.1	258	265	100	100	266	75.564	385
Ag029G3107800	AT3G25500.1	1030	1052	98	98	1055	78.389	1306
Ag029G3108200	AT3G25520.1	303	302	96	97	292	95.205	568
Ag029G3108500	AT3G25530.1	290	290	100	100	290	95.172	561
Ag029G3108600	AT5G48300.1	521	521	100	100	521	86.372	900
Ag029G3108700	AT2G04160.1	774	773	97	97	753	86.454	1363
Ag029G3109200	AT2G04220.1	307	308	100	100	308	87.013	539
Ag029G3109800	AT2G04240.1	155	163	100	100	163	81.595	248
Ag029G3109900	AT2G04270.5	995	1002	99	100	1017	82.793	1658
Ag029G3110000	AT2G04280.1	562	569	100	100	570	86.316	1034
Ag029G3110100	AT2G04305.1	449	435	100	100	457	84.683	770
Ag029G3110300	AT2G04340.1	174	174	100	100	174	89.655	319
Ag029G3110400	AT2G04350.1	717	721	100	100	721	85.992	1256
Ag029G3111600	AT2G04400.1	379	403	100	100	404	79.208	634
Ag029G3111700	AT2G04410.1	77	74	94	97	72	86.111	129
Ag029G3112200	AT2G04520.1	146	146	100	100	146	95.890	279
Ag029G3112400	AT2G04530.1	345	355	98	97	344	86.628	609
Ag029G3112900	AT2G04550.1	260	258	100	100	261	83.908	442
Ag029G3113100	AT2G04560.1	460	461	100	99	463	81.425	768
Ag029G3113200	AT2G04570.1	356	351	100	100	356	86.517	639
Ag029G3114200	AT2G04740.1	544	579	100	100	580	81.379	929
Ag029G3114300	AT2G04750.1	660	653	98	99	653	86.830	1165
Ag029G3114600	AT2G04780.1	259	255	100	96	249	84.739	344
Ag029G3114700	AT2G04790.10	149	184	97	83	149	80.921	254
Ag029G3114900	AT2G04795.1	90	96	100	100	96	71.875	136
Ag029G3115000	AT2G04842.1	653	651	97	97	634	94.637	1243
Ag029G3115300	AT2G04850.1	403	405	98	97	393	93.384	716
Ag029G3115400	AT2G04845.1	224	219	91	93	203	85.222	350
Ag029G3115600	AT2G04865.1	663	668	100	100	669	85.052	1150
Ag029G3115800	AT2G04890.1	403	414	100	98	406	86.700	734
Ag029G3115900	AT2G04900.1	123	129	100	100	129	87.597	228
Ag029G3116100	AT2G04940.1	369	393	97	100	387	72.388	548
Ag029G3116200	AT2G05120.2	1241	1221	99	99	1277	76.742	1946
Ag029G3116500	AT2G05170.1	927	933	99	99	930	91.935	1766
Ag029G3117200	AT2G05160.1	529	537	100	100	539	80.148	841
Ag029G3117500	AT2G05250.1;AT2G05230.1	692	707	99	99	709	83.075	1198
Ag029G3117800	AT2G05320.1	431	431	100	100	431	85.383	766
Ag029G3118300	AT2G05590.2	263	304	99	99	304	75.000	434
Ag029G3118400	AT2G05620.1	127	134	100	100	134	88.060	230
Ag029G3118500	AT2G05710.1	992	991	95	99	948	94.361	1883
Ag029G3118900	AT2G05760.1	521	521	100	100	521	94.626	1015
Ag029G3119300	AT2G05830.1	375	375	99	99	373	90.617	667
Ag029G3120200	AT2G05910.1	193	192	100	100	193	85.492	335
Ag029G3120400	AT2G05940.1	429	463	100	100	464	85.560	803
Ag029G3121200	AT2G06000.1	529	537	99	99	536	74.440	800
Ag029G3121300	AT2G06025.1	270	289	99	99	287	75.261	428
Ag029G3121400	AT2G06040.1	643	763	86	73	567	70.578	785
Ag029G3123200	AT2G06520.1	119	117	100	100	119	84.034	168
Ag029G3123300	AT2G06510.1	643	641	99	99	639	86.228	1148
Ag029G3124100	AT2G06990.1	990	996	100	100	996	91.365	1837
Ag029G3124300	AT5G35360.3	534	556	97	94	522	90.805	954
Ag095G5468800	AT3G23920.1	570	576	100	100	583	88.508	1033
Ag095G5469900	AT3G24320.1	1117	1119	99	99	1117	87.735	2029
Ag095G5470300	AT3G24330.1	495	501	100	100	501	86.826	894
Ag095G5472100;Ag064G5115600	AT3G24460.1	408	410	100	100	412	91.019	775
Ag067G5171900	AT1G66670.1	303	310	100	100	313	87.540	525
Ag067G5172000	AT1G66680.1	348	359	100	100	359	89.694	636
Ag067G5172300	AT1G66730.1	1396	1397	99	99	1396	83.166	2284
Ag067G5172400	AT1G66740.1	194	197	100	100	197	86.802	341
Ag067G5172600	AT1G66750.1	349	349	99	99	347	96.254	695
Ag067G5172900	AT1G66760.2	480	483	99	99	481	86.694	839
Ag067G5173100	AT1G66780.1	507	486	94	99	482	84.025	785
Ag067G5174000	AT1G66810.1	311	311	98	98	312	70.382	368
Ag067G5174100	AT1G66820.1	127	110	83	94	106	73.585	54.3
Ag067G5174200	AT1G66830.1	686	686	100	100	691	81.476	1142
Ag067G5174300	AT1G66840.1	611	608	99	98	604	76.656	804
Ag067G5174400	AT1G66850.1	99	103	100	100	103	73.786	155
Ag067G5176200	AT1G66900.1	277	273	97	99	270	92.963	529
Ag067G5176600	AT1G67030.1	197	198	100	100	203	78.325	269
Ag067G5176800	AT1G67040.2	857	829	99	99	862	73.898	1210
Ag067G5177500	AT1G67050.1	261	265	100	100	271	78.598	325
Ag067G5177800	AT1G67060.1	235	235	100	100	235	96.170	453
Ag067G5178800	AT1G67070.1	435	442	100	100	443	81.941	739
Ag067G5178900	AT1G67080.1	228	221	99	93	214	74.667	330
Ag067G5179400	AT1G67090.1	181	181	98	98	178	94.382	363
Ag067G5179500	AT1G67100.1	238	234	100	100	246	76.829	330
Ag067G5179600	AT1G67110.1	511	513	99	99	511	89.041	885
Ag067G5179900	AT1G67120.2	5388	5401	100	100	5424	82.725	9074
Ag067G5180100	AT1G67140.2	2215	2223	99	99	2240	85.893	3833
Ag067G5180400	AT1G67170.1	359	360	100	100	365	77.534	553
Ag067G5181100	AT1G67190.1	420	420	100	100	420	93.810	785
Ag067G5181800	AT1G67230.1	1119	1133	100	100	1142	77.496	1693
Ag067G5182400	AT1G67250.1	142	142	100	100	142	93.662	274
Ag067G5182600	AT1G67280.1	352	351	100	100	355	90.423	625
Ag067G5182700	AT1G67290.1	603	616	100	100	619	74.798	948
Ag067G5183300	AT1G67300.2	496	495	100	100	497	90.141	866
Ag067G5183600	AT1G67310.1	1042	1017	99	97	1047	71.824	1419
Ag067G5183700	AT1G67320.3	455	491	100	100	491	82.077	830
Ag067G5183800	AT1G67325.2	286	289	100	100	289	91.003	498
Ag067G5184200	AT1G67330.1	292	292	100	100	292	90.068	561
Ag067G5184500	AT1G67340.1	364	380	100	100	382	80.366	597
Ag067G5185200	AT1G67350.1	93	99	95	86	85	93.182	174
Ag067G5185300	AT1G67360.1	235	241	99	97	234	73.077	335
Ag067G5185400	AT1G67370.1	599	597	100	100	602	83.223	997
Ag067G5185800	AT1G67400.1	274	282	100	100	284	84.155	482
Ag067G5185900	AT1G67410.1	431	431	99	99	429	86.247	796
Ag067G5186100	AT1G67420.4	874	944	100	95	895	82.458	1525
Ag067G5186400	AT1G67430.1	176	176	100	100	176	98.864	363
Ag067G5186500	AT1G67440.2	475	491	99	99	489	80.573	791
Ag067G5187100	AT1G67480.1	373	377	100	100	377	84.350	629
Ag067G5187200	AT1G67490.1	844	853	100	100	853	87.339	1536
Ag067G5187300	AT1G67500.2	1904	1916	100	100	1935	83.101	3254
Ag067G5187500	AT1G67510.1	712	720	98	97	696	88.385	1193
Ag067G5188100	AT1G67530.1	787	783	100	100	788	87.437	1385
Ag067G5188300	AT1G67550.1	838	839	100	100	839	92.610	1600
Ag067G5188800	AT1G67560.1	917	918	100	100	920	88.478	1688
Ag067G5188900	AT1G67570.1	450	457	100	100	459	83.660	764
Ag067G5189000	AT1G67580.1	749	753	100	100	762	84.777	1260
Ag067G5189600	AT1G67590.1	335	348	99	99	351	80.627	524
Ag067G5190000	AT1G67600.1	166	164	100	100	166	87.952	287
Ag067G5190200	AT1G67630.1	608	621	100	100	622	83.601	1076
Ag067G5190400	AT1G67640.1	443	442	100	100	443	90.293	778
Ag067G5190700	AT1G67660.1	356	356	95	92	338	76.627	517
Ag067G5190900	AT1G67680.1	664	665	96	98	648	85.605	1041
Ag067G5191300	AT1G67690.1	710	711	100	100	711	84.810	1236
Ag067G5191400	AT1G67700.2	231	232	99	99	230	92.609	446
Ag067G5191500	AT1G67710.1	529	522	100	100	539	84.045	852
Ag067G5191900	AT1G67720.1	933	930	100	100	933	90.568	1700
Ag067G5192100	AT1G67730.1	319	319	100	100	319	87.774	579
Ag067G5192500	AT1G67750.1	407	409	100	95	389	93.366	715
Ag067G5192600	AT1G24510.1	536	536	100	100	536	95.522	1063
Ag067G5193300	AT1G67785.1	64	64	100	100	64	95.312	125
Ag067G5193500	AT1G67790.1	647	665	100	100	676	70.266	961
Ag067G5193600	AT1G67800.2	454	454	100	100	460	80.870	713
Ag067G5194100	AT1G67820.1	400	446	96	83	388	71.134	545
Ag067G5194200	AT1G67830.1	388	373	91	100	352	84.182	635
Ag067G5194300	AT1G67840.1	613	612	100	98	609	88.226	1037
Ag067G5194800	AT1G67850.1	405	405	100	100	405	90.370	739
Ag067G5195200	AT1G67880.1	391	391	100	100	391	94.885	780
Ag067G5195400	AT1G67900.1	627	632	99	99	632	90.823	1096
Ag067G5196000	AT1G67930.1	826	833	98	98	819	91.575	1434
Ag067G5196200	AT1G67960.1	621	625	100	100	635	81.732	1000
Ag067G5196300	AT1G67950.2	281	280	96	97	271	82.657	428
Ag067G5196400	AT1G67940.1	263	264	100	100	265	84.151	447
Ag067G5196500	AT1G67970.1	365	375	96	99	364	78.158	561
Ag067G5196600	AT1G67990.1	234	234	100	100	234	77.778	382
Ag067G5196700	AT1G68000.1	228	228	100	100	228	96.491	450
Ag067G5196800	AT1G68010.2	387	388	100	100	388	95.619	764
Ag067G5197000	AT1G68020.2	861	861	100	100	863	94.554	1679
Ag067G5197300	AT1G68040.1	359	364	100	100	364	82.967	630
Ag067G5197600	AT1G68050.1	618	620	100	100	621	92.593	1146
Ag067G5197700	AT1G68060.1	624	623	100	100	631	91.442	1141
Ag067G5197800	AT1G68070.1	348	344	100	97	335	87.069	617
Ag067G5198100	AT1G68090.1	317	317	100	100	317	90.852	600
Ag067G5198300	AT1G68100.1	436	470	100	100	475	78.947	630
Ag067G5198800	AT1G68130.1	403	420	100	100	434	76.498	619
Ag067G5198900	AT1G68140.1	324	335	99	93	314	77.313	484
Ag067G5200300	AT1G68180.1	234	236	100	100	236	82.627	404
Ag067G5200600	AT1G68185.2	217	262	99	82	215	79.535	318
Ag067G5200700	AT1G68190.2	345	386	99	89	352	73.580	510
Ag067G5200800	AT1G68200.1	312	309	99	99	313	76.997	435
Ag067G5201100	AT1G68220.1	202	202	99	100	202	88.119	364
Ag067G5201200	AT1G68230.2	216	216	100	100	216	88.426	355
Ag067G5201300	AT1G68260.1	227	191	88	99	200	80.500	327
Ag067G5201800	AT1G68300.1	163	161	100	94	151	84.663	271
Ag067G5202100	AT1G68290.1	290	291	100	100	291	89.691	553
Ag067G5202300	AT1G68310.1	159	160	100	100	161	80.745	263
Ag067G5202700	AT1G68320.1	290	287	98	99	294	75.170	407
Ag067G5203000	AT1G68330.1	262	269	100	100	278	76.978	331
Ag067G5204000	AT1G55750.1	596	592	100	100	596	87.248	1055
Ag067G5205200	AT1G68360.1	209	245	100	100	247	70.445	298
Ag067G5205300	AT1G68370.1	412	411	100	100	412	94.175	802
Ag067G5205600	AT1G68390.1	413	409	99	99	417	75.120	595
Ag067G5205700	AT1G68400.1	663	671	100	96	654	77.614	987
Ag067G5206400	AT1G68410.1	437	437	100	100	438	92.466	777
Ag067G5206500	AT1G68430.1	148	147	100	100	152	78.947	178
Ag067G5206900	AT1G68440.1	303	307	100	100	307	74.593	397
Ag067G5208200	AT1G68480.1	237	254	99	99	253	79.051	380
Ag067G5209300	AT1G68490.1	181	184	100	100	188	78.191	272
Ag081G5398200	AT5G36170.1	454	457	100	100	457	84.683	778
Ag081G5398400	AT4G06676.1	321	321	98	99	319	79.624	489
Ag081G5398700	AT5G36210.1	711	731	95	98	674	85.675	1253
Ag081G5399200	AT5G36230.2	412	425	98	95	403	95.037	796
Ag081G5399300	AT5G36250.2	423	463	91	96	408	81.390	699
Ag081G5399700	AT5G48170.1	147	158	100	95	150	88.000	262
Ag081G5400200	AT5G48220.1	367	380	99	99	375	82.933	628
Ag081G5400300	AT5G48830.2	483	518	100	100	520	73.654	704
Ag081G5400500	AT5G48800.1	610	615	97	97	599	92.321	1087
Ag081G5400600;Ag034G3766000	AT5G48810.1	138	141	100	100	141	80.851	228
Ag081G5400800	AT5G48790.1	315	317	99	100	317	87.697	576
Ag081G5401100	AT5G48720.2	305	301	100	100	305	82.951	529
Ag081G5402700	AT5G48655.1	201	204	100	100	207	77.778	279
Ag081G5403300	AT5G48590.1	336	345	96	96	331	78.550	491
Ag042G4377400;Ag086G5422500	AT2G17950.1	311	293	97	99	305	74.754	395
